Gender,Goal,BMI Category,Exercise Schedule,Meal Plan
Female,muscle_gain,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,fat_burn,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Female,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Female,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Female,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,muscle_gain,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,fat_burn,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Male,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Female,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Male,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Female,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Male,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,fat_burn,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,fat_burn,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Female,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Female,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,fat_burn,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,fat_burn,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Female,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Male,fat_burn,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Female,muscle_gain,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,fat_burn,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Male,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Male,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Female,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
Female,fat_burn,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,fat_burn,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Male,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Normal weight,"Moderate cardio, Strength training, and 5000 steps walking","Balanced diet with moderate protein and carbohydrates: Chicken breast, brown rice, spinach, eggs, apple"
Female,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Male,fat_burn,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Male,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Female,muscle_gain,Overweight,"High-intensity interval training (HIIT), Cardio, and 8000 steps walking","Low-carb, high-fiber diet: Avocado, grilled fish, broccoli, almonds, leafy greens"
Male,fat_burn,Underweight,"Light weightlifting, Yoga, and 2000 steps walking","High-calorie, protein-rich diet: Whole milk, peanut butter, eggs, salmon, sweet potatoes"
Female,fat_burn,Obesity,"Low-impact cardio, Swimming, and 10000 steps walking","Low-calorie, nutrient-dense diet with portion control: carrot sticks,grilled chicken breast,steamed broccoli, Greek yogurt, mixed nuts, baked salmon, leafy greens, roasted sweet potatoes"
